No.of Days,Sun_PosX,Sun_PosY,Sun_PosZ,SunVecX,SunVecY,SunVecZ,SunVec_Mag,X_azi,Y_azi,Z_azi,nX_azi,nY_azi,nZ_azi,X_ele
721,148378400924,-17489691367.2,-7581804085.66,0.993124635803,-0.117061768998,-0.0507464374654,149405615559,-6.7225590599,0,0,0,0,0,-2.90506469385
722,148681549482,-15168453417.4,-6575544286.07,0.994836257061,-0.101492963482,-0.0439973433562,149453291961,-5.82514843671,0,0,0,0,0,-2.51923737083
723,148941250426,-12845870971.8,-5568701680.07,0.996301272635,-0.0859288900519,-0.0372502565922,149494184326,-4.9294417919,0,0,0,0,0,-2.13329614585
724,149157603190,-10522575302.4,-4561549924.97,0.997520832851,-0.0703717843122,-0.0305062975238,149528312953,-4.03534155145,0,0,0,0,0,-1.7473401863
725,149330715918,-8199190736.47,-3554359667.38,0.998496049618,-0.0548237074311,-0.0237661064777,149555636711,-3.14274272079,0,0,0,0,0,-1.36144130859
726,149460705100,-5876334698.1,-2547398561.47,0.999227986325,-0.0392865287932,-0.017030794554,149576182447,-2.25153172582,0,0,0,0,0,-0.975698323892
727,149547695205,-3554617766.46,-1540931294.06,0.999717632943,-0.0237624574254,-0.0103010339148,149589933201,-1.36161668231,0,0,0,0,0,-0.590184893437
728,149591818335,-1234643748.83,-535219616.335,0.999965942643,-0.00825309360697,-0.00357773066287,149596913021,-0.472872799884,0,0,0,0,0,-0.204987992594
729,149593213887,1082990231.92,469477618.222,0.999973795606,0.00723934398849,0.0031382520067,149597135694,0.414787480074,0,0,0,0,0,0.179808004747
730,149552028233,3397693636.25,1472904410.05,0.999742019719,0.0227133002384,0.00984627007322,149590616459,1.30148816383,0,0,0,0,0,0.564131488945
